	price	sector	street	city	type	room	suite	park	m2
3174	2.000.000	SETOR BUENO	RUA T 38 APTO. 1201	Goiania GO	APARTAMENTO	4	4	3	450
3176	950.000	JDS VALENCIA	R SALGUEIROS,DOS	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	196
3178	194.336	VILA ROSA	RUA JOSE SALUSTIANO	Goiania GO	APARTAMENTO	2	1	2	57
3180	680.000	SETOR BUENO	AVENIDA C 235	Goiania GO	APARTAMENTO	3	3	2	123
3181	471.093	SETOR BUENO	RUA T 33	Goiania GO	APARTAMENTO	3	3	1	95
3182	330.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	116
3183	800.000	SETOR OESTE	RUA 9	Goiania GO	APARTAMENTO	4	3	2	228
3184	182.000	VILLAGE VENEZA	AV TRIESTE	Goiania GO	APARTAMENTO	2	1	1	56
3185	600.000	SETOR BUENO	T-37	Goiania GO	APARTAMENTO	4	2	3	157
3188	460.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	2	2	2	105
3189	360.000	SETOR SUL	RUA 88	Goiania GO	APARTAMENTO	3	1	2	118
3190	295.000	VILA ROSA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	4	178
3191	160.000	VILA ROSA	AVENIDA FRANCISCO DE MELO	Goiania GO	APARTAMENTO	2	1	1	56
3195	810.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	3	3	3	149
3196	150.000	RESID STA FÉ	R11	Goiania GO	CASA	2	1	1	31
3203	630.000	SETOR BUENO	RUA T34, QD.104, LOTES 13/15	Goiania GO	APARTAMENTO	3	3	3	122
3204	275.000	SETOR NEGRAO DE LIMA	RUA COM NEGRAO DE LIMA	Goiania GO	APARTAMENTO	3	1	1	75
3205	294.000	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	1	1	67
3206	420.000	SETOR OESTE	RUA 3	Goiania GO	APARTAMENTO	3	2	2	108
3209	279.086	VL S JOAO	RUA 3	Goiania GO	APARTAMENTO	2	1	1	84
3210	360.000	SETOR OESTE	RUA T 47	Goiania GO	APARTAMENTO	3	1	2	104
3211	495.000	JD GOIAS	RUA 12	Goiania GO	APARTAMENTO	3	2	2	91
3212	230.000	VILA ALPES	RUA A 2	Goiania GO	APARTAMENTO	3	1	1	77
3213	880.000	SETOR BUENO	RUA T 50	Goiania GO	APARTAMENTO	4	2	3	176
3214	2.500.000	JD GOIAS	RUA 15	Goiania GO	APARTAMENTO	4	4	4	326
3215	370.000	SETOR FAICALVILLE	ALAMEDA PRES JEFFERSON	Goiania GO	APARTAMENTO	3	1	3	153
3217	610.000	JD EUROPA	RUA SUECIA	Goiania GO	CASA	3	1	4	250
3222	400.000	JD BELA VISTA	AVENIDA BELA VISTA	Goiania GO	CASA	3	1	1	167
3225	315.000	STO ANTONIO	RUA 7	Goiania GO	CASA	3	2	4	189
3226	1.200.000	JDS MADRI	RUA MADRI 18	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	250
3229	530.000	SETOR OESTE	RUA T 47	Goiania GO	APARTAMENTO	4	2	2	128
3230	285.000	JARDIM AMÉRICA	RUA C 154	Goiania GO	APARTAMENTO	4	1	2	94
3231	855.000	SETOR JAO	RUA J 69	Goiania GO	CASA	4	4	4	250
3232	495.000	JARDIM AMÉRICA	AVENIDA C 107	Goiania GO	CASA DE CONDOMÍNIO	4	3	3	152
3233	450.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	2	2	89
3234	440.000	SETOR NOVA SUICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	2	2	93
3235	1.400.000	SETOR MARISTA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	3	200
3236	430.000	SETOR OESTE	RUA 10	Goiania GO	APARTAMENTO	4	2	2	138
3238	695.000	JARDIM ATLÂNTICO	RUA SALMAO,DO	Goiania GO	CASA	4	4	6	228
3239	340.000	JD STO ANTONIO	RUA 7	Goiania GO	CASA	3	2	4	145
3240	420.000	S FRANCISCO	AVENIDA REZENDE	Goiania GO	CASA	3	1	2	119
3244	550.000	RESID MONTE VERDE	R DONA FIRMINA	Goiania GO	CASA DE CONDOMÍNIO	4	1	2	221
3246	1.490.000	JDS VERONA	AV GERALDO RODRIGUES	Goiania GO	CASA DE CONDOMÍNIO	4	2	6	383
3247	1.200.000	SETOR BUENO	R T 36	Goiania GO	APARTAMENTO	4	4	3	269
3248	3.200.000	ALPHAVILLE IPE	RUA ASPILIA	Goiania GO	CASA DE CONDOMÍNIO	5	5	6	428
3250	230.000	PQ INDUSTRIAL JOAO BRAZ	RUA JOSE DO PATROCINIO	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	110
3251	330.000	VL CRISTINA	AVENIDA INDEPENDENCIA	Goiania GO	CASA	3	2	4	231
3253	485.000	SETOR LESTE UNIVERSITARIO	RUA 242	Goiania GO	APARTAMENTO	3	3	2	102
3254	1.050.000	JD GOIAS	RUA 14	Goiania GO	APARTAMENTO	4	4	3	177
3261	780.000	SETOR NOVA SUICA	RUA C 250	Goiania GO	APARTAMENTO	3	2	3	154
3262	185.000	CH ANHANGUERA	RUA 2 SN - CONDOMINIO RESERVA SAN MARINO	Goiania GO	CASA	2	1	2	77
3268	330.000	CID JARDIM	RUA ALIPIO MENDES	Goiania GO	CASA	3	1	2	137
3270	420.000	PQ AMAZONIA	AVENIDA SAO LUIZ	Goiania GO	APARTAMENTO	3	3	2	92
3271	3.400.000	SETOR MARISTA	RUA 36	Goiania GO	APARTAMENTO	4	4	5	404
3273	460.000	SETOR NOVA SUICA	RUA C 235	Goiania GO	APARTAMENTO	3	3	2	109
3274	440.000	JD GOIAS	RUA 12	Goiania GO	APARTAMENTO	2	2	1	91
3275	979.000	ALPHAVILLE FLAMBOYANT	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	5	5	4	350
3276	380.000	JARDIM ATLÂNTICO	RUA TAINHA,DA	Goiania GO	CASA	3	2	5	254
3278	220.000	RECREIO PANORAMA	R G	Goiania GO	CASA	3	1	2	100
3282	580.000	SERRINHA	AVENIDA T 14	Goiania GO	APARTAMENTO	3	2	2	111
3284	1.530.000	SETOR BUENO	PRACA T 23	Goiania GO	APARTAMENTO	5	4	3	237
3287	680.000	SETOR CENTRAL	RUA 66	Goiania GO	APARTAMENTO	3	3	2	128
3288	230.000	SETOR BUENO	AVENIDA T 4	Goiania GO	APARTAMENTO	2	1	1	57
3293	660.000	JARDIM AMÉRICA	AVENIDA C 197	Goiania GO	CASA DE CONDOMÍNIO	3	3	2	145
3295	800.000	JARDIM NOVO MUNDO	AVENIDA SOROCABA	Goiania GO	CASA	5	1	4	258
3296	1.036.000	SETOR OESTE	RUA 6	Goiania GO	APARTAMENTO	3	3	3	168
3297	425.000	SETOR BUENO	T 4	Goiania GO	APARTAMENTO	3	1	2	80
3299	260.000	JD S JUDAS TADEU	AVENIDA DOM PEDRO II	Goiania GO	CASA	3	1	3	101
3302	189.000	PQ OESTE INDUSTRIAL	RUA ESMALTE,DO	Goiania GO	APARTAMENTO	3	1	1	65
3303	550.000	SETOR GOIANIA 2	RUA MACARANDUBA	Goiania GO	CASA	3	3	2	202
3304	600.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
3307	175.000	PQ AMAZONIA	AVENIDA FEIRA DE SANTANA	Goiania GO	APARTAMENTO	2	1	1	58
3310	750.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	119
3312	590.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	2	128
3315	1.490.000	JDS MADRI	RUA MADRI 16	Goiania GO	CASA DE CONDOMÍNIO	5	5	3	360
3316	370.000	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	3	1	1	105
3318	2.340.000	SETOR BUENO	RUA T 66	Goiania GO	APARTAMENTO	5	5	4	317
3320	299.000	SETOR BUENO	AVENIDA T 13	Goiania GO	APARTAMENTO	2	1	1	72
3323	370.000	JD GOIAS	RUA 54	Goiania GO	APARTAMENTO	2	1	1	77
3325	1.980.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	RUA IBICUÍ	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	355
3326	388.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	1	2	88
3330	340.000	JD VL BOA	AVENIDA PEDRO LUDOVICO TEIXEIRA	Goiania GO	CASA	3	1	3	333
3331	185.000	PQ AMAZONIA	RUA NITERÓI	Goiania GO	APARTAMENTO	2	1	1	52
3334	180.000	S FRANCISCO	AV. CASTELO BRANCO	Goiania GO	APARTAMENTO	2	1	1	58
3335	158.000	MOINHO DOS VENTOS	R MDV 1	Goiania GO	APARTAMENTO	2	1	1	52
3336	240.000	SETOR BUENO	AVENIDA T -38	Goiania GO	APARTAMENTO	2	1	1	55
3338	290.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	93
3339	1.198.829	SETOR MARISTA	AVENIDA ASSIS CHATEAUBRIAND	Goiania GO	APARTAMENTO	3	3	3	158
3344	540.000	SETOR BUENO	AVENIDA T 1	Goiania GO	APARTAMENTO	3	3	2	134
3345	690.000	JD GOIAS	RUA 58	Goiania GO	APARTAMENTO	3	3	2	125
3346	741.300	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	3	3	2	130
3348	1.980.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	R TIBAGI	Goiania GO	CASA DE CONDOMÍNIO	5	4	4	385
3353	821.000	SETOR BUENO	RUA T 27	Goiania GO	APARTAMENTO	3	3	3	153
3354	830.000	JD GOIAS	AVENIDA H	Goiania GO	APARTAMENTO	3	3	2	132
3355	260.000	CENTRO	RUA 72, SETOR CENTRAL, ED. GIOVANA, APARAMENTO 203, GOIÂNIA - GO.	Goiania GO	APARTAMENTO	2	1	1	115
3356	610.000	SETOR JAO	J 7	Goiania GO	CASA	4	3	4	214
3360	235.000	PQ ATHENEU	RUA 101 UNID 101	Goiania GO	CASA	3	1	5	56
3361	210.000	VILA ROSA	RUA MARIALVA	Goiania GO	APARTAMENTO	2	1	1	56
3362	470.000	JD GOIAS	RUA 74	Goiania GO	APARTAMENTO	3	3	1	105
3363	5.500.000	JDS MUNIQUE	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	5	800
3365	365.000	SETOR LESTE UNIVERSITARIO	RUA 257	Goiania GO	APARTAMENTO	3	1	2	80
3367	1.600.000	SETOR OESTE	PRACA MAES,DAS	Goiania GO	APARTAMENTO	4	4	3	245
3369	1.291.000	SETOR OESTE	RUA R 18	Goiania GO	APARTAMENTO	4	4	4	452
3370	250.000	SETOR CENTRAL	ALAMEDA BOTAFOGO,DO	Goiania GO	APARTAMENTO	3	1	1	127
3375	315.000	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	2	1	1	67
3377	750.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	2	119
3378	1.680.000	SETOR BELA VISTA	RUA 85	Goiania GO	APARTAMENTO	5	5	5	335
3379	370.000	PQ AMAZONIA	RUA CORDOBA	Goiania GO	APARTAMENTO	3	3	2	87
3380	1.200.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	4	4	3	178
3381	1.300.000	JDS VALENCIA	AV DIOGENES DOLIVAL SAMPAIO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	303
3382	320.000	SERRINHA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	2	1	1	64
3383	420.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	108
3385	1.700.000	SETOR SUL	RUA 134	Goiania GO	APARTAMENTO	4	2	2	386
3387	619.448	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	3	3	2	109
3388	305.000	PQ AMAZONIA	RUA TUXAUA	Goiania GO	APARTAMENTO	3	1	2	83
3392	2.950.000	ALPHAVILLE GOIAS	RUA GOIATUBA	Goiania GO	CASA DE CONDOMÍNIO	5	5	3	450
3396	3.900.000	ALPHAVILLE GOIAS	ALPHAVILLE  RESIDENCIAL GOIÁS	Goiania GO	CASA DE CONDOMÍNIO	5	5	6	591
3398	266.000	AEROVIARIO	RUA CORONEL SERAFIM AGAPITO QD. 09 LT. 03 E 04 VILA MARIA JOSÉ GOIÂNIA - GOIÁS	Goiania GO	APARTAMENTO	2	1	1	58
3399	305.000	SETOR OESTE	AVENIDA PORTUGAL	Goiania GO	APARTAMENTO	3	1	1	114
3400	216.000	SETOR NEGRAO DE LIMA	RUA 401	Goiania GO	APARTAMENTO	2	1	2	62
3401	190.000	VILA ALPES	RUA C 86	Goiania GO	APARTAMENTO	2	1	1	58
3406	440.000	SETOR BUENO	R T 38	Goiania GO	APARTAMENTO	4	4	3	175
3407	309.000	SETOR OESTE	RUA K	Goiania GO	APARTAMENTO	2	1	1	70
3408	468.265	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
3409	2.260.000	SETOR MARISTA	RUA 148	Goiania GO	APARTAMENTO	4	4	3	323
3411	328.000	JARDIM AMÉRICA	AVENIDA C 4	Goiania GO	APARTAMENTO	3	3	2	90
3418	410.000	JD PLANALTO	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	142
3419	1.200.000	SETOR BUENO	RUA T 29	Goiania GO	APARTAMENTO	4	4	2	519
3421	200.000	SETOR MORADA DO SOL	RUA SOL DO POENTE	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	86
3422	483.000	SETOR BUENO	AVENIDA T 10	Goiania GO	APARTAMENTO	3	1	2	75
3426	190.000	SETOR NEGRAO DE LIMA	RUA 11 A	Goiania GO	APARTAMENTO	2	1	2	62
3428	1.100.000	JDS ATENAS	R A 6	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	221
3430	490.000	SETOR NOVA SUICA	AVENIDA T 15	Goiania GO	APARTAMENTO	3	3	2	92
3433	508.100	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	108
3441	5.500.000	RESID ALDEIA DO VALE	RUA AROEIRAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	8	750
3444	650.000	ALTO DA GLORIA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	118
3445	172.000	PARQUE MARACANÃ	RODOVIA GO 70	Goiania GO	CASA DE CONDOMÍNIO	3	1	1	61
3446	290.000	SETOR BUENO	RUA T 28	Goiania GO	APARTAMENTO	3	1	1	75
3447	298.000	SETOR BUENO	AVENIDA T 3	Goiania GO	APARTAMENTO	2	1	1	67
3448	425.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	3	1	2	111
3451	2.085.000	JD GOIAS	RUA 15	Goiania GO	APARTAMENTO	4	4	4	270
3453	365.000	SETOR OESTE	RUA 9	Goiania GO	APARTAMENTO	2	1	2	63
3455	750.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	5	5	4	252
3456	530.000	SETOR SUDOESTE	RUA C 97	Goiania GO	CASA	3	2	2	230
3458	225.000	SETOR OESTE	RUA 3	Goiania GO	APARTAMENTO	3	1	1	100
3462	1.200.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	4	4	3	178
3463	190.000	IPIRANGA	AVENIDA CASTELO BRANCO	Goiania GO	APARTAMENTO	2	1	1	58
3464	260.000	VILA ALPES	RUA A 2	Goiania GO	APARTAMENTO	2	1	1	65
3465	855.000	SETOR MARISTA	RUA 27	Goiania GO	APARTAMENTO	3	3	3	147
3466	220.000	JARDIM AMÉRICA	RUA C 116	Goiania GO	APARTAMENTO	2	1	1	63
3467	3.600.000	RESID ALPHAVILLE FLAMBOYANT	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	3	486
3469	2.000.000	ALPHAVILLE FLAMBOYANT RESID ARAGUAIA	R MAMORE	Goiania GO	CASA DE CONDOMÍNIO	5	5	6	400
3470	1.530.000	JDS LISBOA	AV IPES,DOS	Goiania GO	CASA DE CONDOMÍNIO	5	5	3	433
3471	1.100.000	CH STA BARBARA	RUA SB 44	Goiania GO	CASA DE CONDOMÍNIO	4	4	2	267
3472	690.000	JD GOIAS	AVENIDA FUED JOSE SEBBA	Goiania GO	APARTAMENTO	3	3	2	128
3474	330.000	SETOR BELA VISTA	RUA S 2	Goiania GO	APARTAMENTO	4	2	1	94
3482	799.000	SETOR BUENO	AVENIDA T 9	Goiania GO	APARTAMENTO	3	3	3	153
3487	198.000	JARDIM PRESIDENTE	RUA PRES CLEVELAND	Goiania GO	CASA	3	1	2	120
3488	5.500.000	RESID ALDEIA DO VALE	ALAMEDA MANGUBAS,DAS	Goiania GO	CASA DE CONDOMÍNIO	4	4	8	750
3489	3.370.000	SETOR MARISTA	RUA DOMINGOS PRUDENCIO	Goiania GO	APARTAMENTO	4	4	4	404
3490	480.000	SETOR BUENO	AVENIDA T 15	Goiania GO	APARTAMENTO	3	3	2	112
3491	182.000	RESID RECANTO DO BOSQUE	RUA RB 27 A	Goiania GO	CASA	2	1	2	91
3492	182.000	RESID RECANTO DO BOSQUE	RUA RB 28 A	Goiania GO	CASA	2	1	1	91
3493	2.350.000	JDS MILAO	AV DIOGENES DOLIVAL SAMPAIO	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	465
3495	1.250.000	JD GOIAS	RUA 15	Goiania GO	APARTAMENTO	4	4	3	213
3496	1.750.000	SETOR NOVA SUICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	5	5	4	390
3497	800.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	3	144
3498	500.000	SETOR OESTE	PRACA MAES,DAS	Goiania GO	APARTAMENTO	2	2	1	94
3499	680.000	JD GOIAS	RUA 71	Goiania GO	APARTAMENTO	4	2	2	149
3500	1.850.000	ALPHAVILLE FLAMBOYANT	RUA ITAJA	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	377
3503	506.273	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	118
3504	850.000	SETOR MARISTA	RUA 1124	Goiania GO	APARTAMENTO	3	3	2	140
3508	215.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	2	1	70
3511	184.000	VILA ROSA	RUA MARIALVA	Goiania GO	APARTAMENTO	2	1	1	56
3512	350.000	SETOR MARISTA	RUA T 53	Goiania GO	APARTAMENTO	2	1	2	58
3514	650.000	SETOR OESTE	RUA 3	Goiania GO	APARTAMENTO	4	3	2	285
3515	850.000	SETOR BUENO	AVENIDA T 3	Goiania GO	APARTAMENTO	3	3	3	177
3516	609.000	SETOR MARISTA	RUA AMELIA ARTIAGA JARDIM	Goiania GO	APARTAMENTO	3	3	2	111
3517	869.960	SETOR MARISTA	RUA 145	Goiania GO	APARTAMENTO	3	3	2	158
3518	850.000	SETOR BUENO	AVENIDA T 14	Goiania GO	APARTAMENTO	3	3	3	153
3520	265.000	FAICALVILLE	RUA F 39	Goiania GO	CASA	3	1	2	206
3523	624.724	SETOR BUENO	RUA T 34	Goiania GO	APARTAMENTO	3	3	2	122
3525	199.000	JARDIM PRESIDENTE	RUA PRES JEFFERSON	Goiania GO	APARTAMENTO	3	1	1	130
3526	1.680.000	JDS ATENAS	AV DIOGENES DOLIVAL SAMPAIO	Goiania GO	CASA DE CONDOMÍNIO	4	4	6	342
3527	228.524	SETOR NEGRAO DE LIMA	RUA DONA SANTINHA	Goiania GO	APARTAMENTO	3	1	1	68
3529	258.000	PQ AMAZONIA	AVENIDA LAGUNA	Goiania GO	APARTAMENTO	3	3	2	75
3530	930.000	SETOR BUENO	RUA T 65	Goiania GO	APARTAMENTO	3	3	2	144
3534	5.000.000	ALPHAVILLE GOIAS	AVENIDA ALPHAVILLE FLAMBOYANT	Goiania GO	CASA DE CONDOMÍNIO	7	7	4	900
3535	255.000	SETOR CAMPINAS	AVENIDA SERGIPE	Goiania GO	APARTAMENTO	2	1	1	68
3538	165.000	JD SÃO JOSÉ	R DIVINA DE FATIMA DOS SANTOS	Goiania GO	CASA	3	1	3	75
3539	820.000	SETOR MARISTA	RUA 27	Goiania GO	APARTAMENTO	3	3	3	149
3540	750.000	STA GENOVEVA	RUA CONCORDIA,DA	Goiania GO	CASA DE CONDOMÍNIO	4	4	2	177
3541	1.350.000	SETOR MARISTA	RUA 1124	Goiania GO	APARTAMENTO	2	2	2	158
3546	621.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	3	2	118
3547	168.000	BRISAS DA MATA	AVENIDA OTAVIO LUCIO	Goiania GO	CASA	2	1	1	75
3548	690.000	SETOR BUENO	RUA T 59	Goiania GO	APARTAMENTO	3	1	2	232
3550	3.073.270	SETOR MARISTA	ALAMEDA DR SEBASTIAO FLEURY	Goiania GO	APARTAMENTO	4	4	4	362
3551	330.000	SETOR CAMPINAS	RUA JOSE HERMANO	Goiania GO	CASA	4	1	3	250
3552	1.700.000	JDS VALENCIA	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	317
3554	600.000	SETOR BUENO	RUA T 55	Goiania GO	APARTAMENTO	2	2	2	74
3556	4.100.000	ALPHAVILLE GOIAS	AVENIDA MAMBAI	Goiania GO	CASA DE CONDOMÍNIO	4	4	8	697
3560	189.000	VILA ROSA	RUA FRANCISCO GODINHO	Goiania GO	APARTAMENTO	2	1	1	57
3564	680.000	SETOR BUENO	RUA T 59	Goiania GO	APARTAMENTO	3	3	2	113
3567	270.000	SETOR BUENO	RUA T 64	Goiania GO	APARTAMENTO	2	1	1	65
3569	370.000	GOIA 2	RUA GERANEOS,DOS	Goiania GO	CASA	3	2	3	150
3570	2.300.000	RESID ALPHAVILLE FLAMBOYANT	RUA IBIRAPITINGA	Goiania GO	CASA DE CONDOMÍNIO	4	4	4	350
3571	469.000	SETOR OESTE	RUA 5	Goiania GO	APARTAMENTO	4	1	1	155
3572	215.000	PQ AMAZONIA	RUA MANAUS	Goiania GO	APARTAMENTO	2	1	1	58
3573	241.291	SETOR NEGRAO DE LIMA	RUA 402	Goiania GO	APARTAMENTO	3	1	1	67
3574	1.350.000	LOTEAMENTO PORTAL DO SOL II	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA DE CONDOMÍNIO	4	3	2	335
3575	1.800.000	SETOR MARISTA	RUA 1030	Goiania GO	CASA	4	4	6	380
3577	460.000	SETOR BUENO	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	3	105
3578	380.000	RESID ELDORADO	AV RAVENA	Goiania GO	APARTAMENTO	3	3	2	105
3581	278.000	SETOR BUENO	RUA T 30	Goiania GO	APARTAMENTO	2	1	1	56
3582	1.400.000	SETOR OESTE	RUA 15	Goiania GO	APARTAMENTO	4	4	3	286
3583	480.000	VL MAUA	RUA DR LAUREANO	Goiania GO	CASA	4	2	4	390
3589	349.800	SETOR BUENO	R T 37	Goiania GO	APARTAMENTO	2	2	1	66
3591	240.000	SETOR ALTO DO VALE	R RB 15	Goiania GO	CASA	3	1	2	100
3592	315.000	VILA MARIA JOSÉ	RUA CEL ERNESTO GARCIA	Goiania GO	APARTAMENTO	2	1	2	65
3594	606.000	JARDIM ATLÂNTICO	AVENIDA COPACABANA	Goiania GO	APARTAMENTO	3	3	2	123
3595	224.000	SETOR SANTOS DUMONT	RUA 22	Goiania GO	APARTAMENTO	3	1	1	76
3597	240.000	AEROVIARIO	AVENIDA 24 DE OUTUBRO	Goiania GO	APARTAMENTO	2	1	1	64
3600	580.000	SETOR NOVA SUICA	RUA C 235	Goiania GO	APARTAMENTO	3	3	2	106
3602	240.000	SETOR NOVA SUICA	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	1	1	75
3604	1.100.000	JD GOIAS	RUA 46	Goiania GO	APARTAMENTO	4	4	3	180
3605	470.000	VILLAGE VENEZA	RUA VV 8	Goiania GO	APARTAMENTO	3	3	2	130
3610	220.000	SETOR BELA VISTA	RUA S 5	Goiania GO	APARTAMENTO	2	1	1	65
3611	880.000	SETOR BUENO	RUA T 51	Goiania GO	APARTAMENTO	4	2	2	139
3614	1.895.937	SETOR OESTE	ALAMEDA ROSAS,DAS	Goiania GO	APARTAMENTO	4	4	3	239
3616	820.000	SETOR BUENO	RUA T- 49	Goiania GO	APARTAMENTO	3	3	3	169
3617	690.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	3	3	2	192
3618	430.000	PARQUE DAS LARANJEIRAS	ENDEREÇO NÃO INFORMADO	Goiania GO	CASA	3	1	2	150
3619	169.000	VILA ALPES	RUA FLEMINGTON	Goiania GO	APARTAMENTO	2	1	1	64
3622	400.000	PQ AMAZONIA	AVENIDA SAO LUIZ	Goiania GO	APARTAMENTO	3	3	2	92
3624	995.000	JD GOIAS	AVENIDA D	Goiania GO	CASA	4	4	4	380
3625	649.000	SETOR MARISTA	ALAMEDA RICARDO PARANHOS	Goiania GO	APARTAMENTO	3	3	2	111
3626	1.050.000	SETOR OESTE	ENDEREÇO NÃO INFORMADO	Goiania GO	APARTAMENTO	4	4	3	254
3627	635.000	JD GOIAS	RUA 56	Goiania GO	APARTAMENTO	3	3	2	128
3628	190.000	RESID ELDORADO	AVENIDA MILAO	Goiania GO	APARTAMENTO	2	1	1	64
3632	180.000	FELIZ	RUA L 11	Goiania GO	APARTAMENTO	2	1	1	53
3633	250.000	JD GOIAS	RUA CEL ERNESTO GARCIA	Goiania GO	APARTAMENTO	2	1	1	56
3634	1.230.000	SETOR MARISTA	RUA 135	Goiania GO	APARTAMENTO	4	4	3	216
3635	520.000	SERRINHA	RUA T 37	Goiania GO	APARTAMENTO	4	4	2	113
3637	1.950.000	JD GOIAS	AVENIDA H	Goiania GO	APARTAMENTO	4	4	4	345
3638	426.188	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	3	1	2	88
3642	210.000	RESID RECANTO DO BOSQUE	AVENIDA GOIAS	Goiania GO	CASA	3	1	2	95
3645	330.000	SETOR OESTE	RUA R 17	Goiania GO	APARTAMENTO	3	1	1	76
3647	850.000	SERRINHA	RUA SAMUEL MORSE	Goiania GO	APARTAMENTO	3	3	3	154
3648	199.968	VILA ROSA	RUA FRANCISCO GODINHO	Goiania GO	APARTAMENTO	2	1	1	57
3654	1.950.000	SETOR MARISTA	ALAMEDA AMERICANO DO BRASIL	Goiania GO	APARTAMENTO	4	4	3	252
3657	320.000	SETOR BELA VISTA	RUA S 2	Goiania GO	APARTAMENTO	3	1	2	80
3658	295.000	SETOR CRIMEIA OESTE	RUA DESEMBARGADOR AIROSA ALVES DE CASTRO	Goiania GO	CASA	4	2	5	200
3660	350.000	SETOR AEROPORTO	RUA 13 A	Goiania GO	APARTAMENTO	3	1	2	94
3661	418.000	JD GOIAS	RUA 55	Goiania GO	APARTAMENTO	2	1	2	88
3662	469.000	STA GENOVEVA	AVENIDA JOAO LEITE	Goiania GO	CASA DE CONDOMÍNIO	3	1	2	142
3663	1.850.000	ALPHAVILLE FLAMBOYANT	RUA ACAPU	Goiania GO	CASA DE CONDOMÍNIO	3	3	4	344
3665	440.000	ALTO DA GLORIA	R SAO LUIS	Goiania GO	APARTAMENTO	3	3	2	97
3666	179.000	SETOR NEGRAO DE LIMA	RUA DONA STELA VILLE ARAGUAIA	Goiania GO	APARTAMENTO	2	1	1	54
